name,S0,K,T,r,sigma,option_type,market_price
G9H6C 71.65 Comdty,73.16999816894531,71.65,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,5.19
G9H6C 72.67 Comdty,73.16999816894531,72.67,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.81
G9H6C 73.75 Comdty,73.16999816894531,73.75,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.43
G9H6C 73.8 Comdty,73.16999816894531,73.8,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.41
G9H6C 74 Comdty,73.16999816894531,74.0,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.34
G9H6C 74.4 Comdty,73.16999816894531,74.4,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.21
G9H6C 75 Comdty,73.16999816894531,75.0,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,4.02
G9H6C 75.25 Comdty,73.16999816894531,75.25,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,3.94
G9H6C 75.75 Comdty,73.16999816894531,75.75,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,3.79
G9H6C 76.6 Comdty,73.16999816894531,76.6,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,3.54
G9H6C 77.25 Comdty,73.16999816894531,77.25,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,3.37
G9H6C 77.4 Comdty,73.16999816894531,77.4,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,3.33
G9H6C 80 Comdty,73.16999816894531,80.0,1.1726027397260277,0.0452799987792968,0.1934,arithmetic,2.71
G9H7C 70 Comdty,73.16999816894531,70.0,2.1726027397260275,0.0452799987792968,0.1934,arithmetic,6.45
G9H7C 71.1 Comdty,73.16999816894531,71.1,2.1726027397260275,0.0452799987792968,0.1934,arithmetic,6.03
G9J6C 69.5 Comdty,73.16999816894531,69.5,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,6.19
G9J6C 70.5 Comdty,73.16999816894531,70.5,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,5.77
G9J6C 70.85 Comdty,73.16999816894531,70.85,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,5.62
G9J6C 71.85 Comdty,73.16999816894531,71.85,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,5.23
G9J6C 72.2 Comdty,73.16999816894531,72.2,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,5.1
G9J6C 72.75 Comdty,73.16999816894531,72.75,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,4.89
G9J6C 74 Comdty,73.16999816894531,74.0,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,4.46
G9J6C 74.4 Comdty,73.16999816894531,74.4,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,4.33
G9J6C 75 Comdty,73.16999816894531,75.0,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,4.13
G9J6C 75.31 Comdty,73.16999816894531,75.31,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,4.04
G9J6C 75.55 Comdty,73.16999816894531,75.55,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.96
G9J6C 75.75 Comdty,73.16999816894531,75.75,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.9
G9J6C 76.6 Comdty,73.16999816894531,76.6,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.66
G9J6C 77 Comdty,73.16999816894531,77.0,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.55
G9J6C 77.4 Comdty,73.16999816894531,77.4,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.44
G9J6C 78 Comdty,73.16999816894531,78.0,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.29
G9J6C 78.27 Comdty,73.16999816894531,78.27,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.22
G9J6C 78.94 Comdty,73.16999816894531,78.94,1.2547945205479452,0.0452799987792968,0.1934,arithmetic,3.06
G9J7C 71.1 Comdty,73.16999816894531,71.1,2.254794520547945,0.0452799987792968,0.1934,arithmetic,6.06
G9J7C 75 Comdty,73.16999816894531,75.0,2.254794520547945,0.0452799987792968,0.1934,arithmetic,4.74
G9K6C 70.85 Comdty,73.16999816894531,70.85,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,5.69
G9K6C 71.1 Comdty,73.16999816894531,71.1,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,5.59
G9K6C 72.2 Comdty,73.16999816894531,72.2,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,5.16
G9K6C 72.67 Comdty,73.16999816894531,72.67,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.99
G9K6C 72.75 Comdty,73.16999816894531,72.75,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.96
G9K6C 73.8 Comdty,73.16999816894531,73.8,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.58
G9K6C 74 Comdty,73.16999816894531,74.0,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.52
G9K6C 74.4 Comdty,73.16999816894531,74.4,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.38
G9K6C 75 Comdty,73.16999816894531,75.0,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,4.19
G9K6C 76.77 Comdty,73.16999816894531,76.77,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,3.66
G9K6C 77 Comdty,73.16999816894531,77.0,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,3.59
G9K6C 77.4 Comdty,73.16999816894531,77.4,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,3.48
G9K6C 78 Comdty,73.16999816894531,78.0,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,3.33
G9K6C 78.27 Comdty,73.16999816894531,78.27,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,3.26
G9K6C 80 Comdty,73.16999816894531,80.0,1.3342465753424655,0.0452799987792968,0.1934,arithmetic,2.85
G9K7C 69 Comdty,73.16999816894531,69.0,2.331506849315069,0.0452799987792968,0.1934,arithmetic,6.91
G9K7C 71.1 Comdty,73.16999816894531,71.1,2.331506849315069,0.0452799987792968,0.1934,arithmetic,6.07
G9K7C 75 Comdty,73.16999816894531,75.0,2.331506849315069,0.0452799987792968,0.1934,arithmetic,4.74
G9M6C 72.2 Comdty,73.16999816894531,72.2,1.421917808219178,0.0452799987792968,0.1934,arithmetic,5.17
G9M6C 72.67 Comdty,73.16999816894531,72.67,1.421917808219178,0.0452799987792968,0.1934,arithmetic,4.99
G9M6C 73.8 Comdty,73.16999816894531,73.8,1.421917808219178,0.0452799987792968,0.1934,arithmetic,4.59
G9M6C 74.4 Comdty,73.16999816894531,74.4,1.421917808219178,0.0452799987792968,0.1934,arithmetic,4.39
G9M6C 76.6 Comdty,73.16999816894531,76.6,1.421917808219178,0.0452799987792968,0.1934,arithmetic,3.72
G9M6C 77 Comdty,73.16999816894531,77.0,1.421917808219178,0.0452799987792968,0.1934,arithmetic,3.6
G9M6C 77.4 Comdty,73.16999816894531,77.4,1.421917808219178,0.0452799987792968,0.1934,arithmetic,3.5
G9M6C 78.27 Comdty,73.16999816894531,78.27,1.421917808219178,0.0452799987792968,0.1934,arithmetic,3.28
G9M6C 78.45 Comdty,73.16999816894531,78.45,1.421917808219178,0.0452799987792968,0.1934,arithmetic,3.23
G9M6C 80 Comdty,73.16999816894531,80.0,1.421917808219178,0.0452799987792968,0.1934,arithmetic,2.88
G9M7C 69 Comdty,73.16999816894531,69.0,2.421917808219178,0.0452799987792968,0.1934,arithmetic,6.94
G9M7C 70 Comdty,73.16999816894531,70.0,2.421917808219178,0.0452799987792968,0.1934,arithmetic,6.54
G9N6C 69.5 Comdty,73.16999816894531,69.5,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,6.28
G9N6C 70 Comdty,73.16999816894531,70.0,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,6.06
G9N6C 70.85 Comdty,73.16999816894531,70.85,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,5.71
G9N6C 71.07 Comdty,73.16999816894531,71.07,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,5.62
G9N6C 71.1 Comdty,73.16999816894531,71.1,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,5.61
G9N6C 72.2 Comdty,73.16999816894531,72.2,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,5.18
G9N6C 72.67 Comdty,73.16999816894531,72.67,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,5.01
G9N6C 73.8 Comdty,73.16999816894531,73.8,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,4.61
G9N6C 74.4 Comdty,73.16999816894531,74.4,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,4.41
G9N6C 75 Comdty,73.16999816894531,75.0,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,4.22
G9N6C 76.5 Comdty,73.16999816894531,76.5,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.79
G9N6C 76.55 Comdty,73.16999816894531,76.55,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.77
G9N6C 76.6 Comdty,73.16999816894531,76.6,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.76
G9N6C 78 Comdty,73.16999816894531,78.0,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.4
G9N6C 78.45 Comdty,73.16999816894531,78.45,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.29
G9N6C 79.5 Comdty,73.16999816894531,79.5,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,3.05
G9N6C 80 Comdty,73.16999816894531,80.0,1.5068493150684932,0.0452799987792968,0.1934,arithmetic,2.94
G9N7C 69 Comdty,73.16999816894531,69.0,2.504109589041096,0.0452799987792968,0.1934,arithmetic,6.97
G9N7C 71.1 Comdty,73.16999816894531,71.1,2.504109589041096,0.0452799987792968,0.1934,arithmetic,6.16
G9N7C 75 Comdty,73.16999816894531,75.0,2.504109589041096,0.0452799987792968,0.1934,arithmetic,4.85
G9Q6C 69.5 Comdty,73.16999816894531,69.5,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,6.35
G9Q6C 70 Comdty,73.16999816894531,70.0,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,6.14
G9Q6C 70.85 Comdty,73.16999816894531,70.85,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,5.79
G9Q6C 72.67 Comdty,73.16999816894531,72.67,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,5.1
G9Q6C 73.8 Comdty,73.16999816894531,73.8,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,4.7
G9Q6C 75 Comdty,73.16999816894531,75.0,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,4.32
G9Q6C 76.5 Comdty,73.16999816894531,76.5,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.88
G9Q6C 76.55 Comdty,73.16999816894531,76.55,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.86
G9Q6C 76.6 Comdty,73.16999816894531,76.6,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.85
G9Q6C 77 Comdty,73.16999816894531,77.0,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.74
G9Q6C 78 Comdty,73.16999816894531,78.0,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.48
G9Q6C 78.45 Comdty,73.16999816894531,78.45,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.37
G9Q6C 80 Comdty,73.16999816894531,80.0,1.5917808219178082,0.0452799987792968,0.1934,arithmetic,3.03
G9Q7C 70 Comdty,73.16999816894531,70.0,2.591780821917808,0.0452799987792968,0.1934,arithmetic,6.59
G9Q7C 71.1 Comdty,73.16999816894531,71.1,2.591780821917808,0.0452799987792968,0.1934,arithmetic,6.17
G9Q7C 75 Comdty,73.16999816894531,75.0,2.591780821917808,0.0452799987792968,0.1934,arithmetic,4.89
G9U6C 70 Comdty,73.16999816894531,70.0,1.673972602739726,0.0452799987792968,0.1934,arithmetic,6.21
G9U6C 70.85 Comdty,73.16999816894531,70.85,1.673972602739726,0.0452799987792968,0.1934,arithmetic,5.86
G9U6C 71.1 Comdty,73.16999816894531,71.1,1.673972602739726,0.0452799987792968,0.1934,arithmetic,5.76
G9U6C 71.85 Comdty,73.16999816894531,71.85,1.673972602739726,0.0452799987792968,0.1934,arithmetic,5.47
G9U6C 72.67 Comdty,73.16999816894531,72.67,1.673972602739726,0.0452799987792968,0.1934,arithmetic,5.17
G9U6C 72.75 Comdty,73.16999816894531,72.75,1.673972602739726,0.0452799987792968,0.1934,arithmetic,5.14
G9U6C 73.8 Comdty,73.16999816894531,73.8,1.673972602739726,0.0452799987792968,0.1934,arithmetic,4.78
G9U6C 74.4 Comdty,73.16999816894531,74.4,1.673972602739726,0.0452799987792968,0.1934,arithmetic,4.58
G9U6C 75.8 Comdty,73.16999816894531,75.8,1.673972602739726,0.0452799987792968,0.1934,arithmetic,4.15
G9U6C 76.55 Comdty,73.16999816894531,76.55,1.673972602739726,0.0452799987792968,0.1934,arithmetic,3.93
G9U6C 76.6 Comdty,73.16999816894531,76.6,1.673972602739726,0.0452799987792968,0.1934,arithmetic,3.92
G9U6C 77 Comdty,73.16999816894531,77.0,1.673972602739726,0.0452799987792968,0.1934,arithmetic,3.81
G9U6C 79.5 Comdty,73.16999816894531,79.5,1.673972602739726,0.0452799987792968,0.1934,arithmetic,3.2
G9U7C 70 Comdty,73.16999816894531,70.0,2.673972602739726,0.0452799987792968,0.1934,arithmetic,6.63
G9U7C 75 Comdty,73.16999816894531,75.0,2.673972602739726,0.0452799987792968,0.1934,arithmetic,4.94
G9V6C 69.5 Comdty,73.16999816894531,69.5,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,6.5
G9V6C 70.85 Comdty,73.16999816894531,70.85,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,5.95
G9V6C 71.1 Comdty,73.16999816894531,71.1,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,5.85
G9V6C 71.85 Comdty,73.16999816894531,71.85,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,5.56
G9V6C 72.2 Comdty,73.16999816894531,72.2,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,5.43
G9V6C 72.67 Comdty,73.16999816894531,72.67,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,5.26
G9V6C 73.8 Comdty,73.16999816894531,73.8,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,4.87
G9V6C 74.4 Comdty,73.16999816894531,74.4,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,4.67
G9V6C 75 Comdty,73.16999816894531,75.0,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,4.48
G9V6C 78.45 Comdty,73.16999816894531,78.45,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,3.52
G9V6C 79.5 Comdty,73.16999816894531,79.5,1.7561643835616438,0.0452799987792968,0.1934,arithmetic,3.28
G9V7C 69 Comdty,73.16999816894531,69.0,2.7534246575342465,0.0452799987792968,0.1934,arithmetic,7.08
G9V7C 70 Comdty,73.16999816894531,70.0,2.7534246575342465,0.0452799987792968,0.1934,arithmetic,6.69
G9V7C 75 Comdty,73.16999816894531,75.0,2.7534246575342465,0.0452799987792968,0.1934,arithmetic,5.0
G9X6C 70 Comdty,73.16999816894531,70.0,1.841095890410959,0.0452799987792968,0.1934,arithmetic,6.36
G9X6C 71.1 Comdty,73.16999816894531,71.1,1.841095890410959,0.0452799987792968,0.1934,arithmetic,5.93
G9X6C 71.85 Comdty,73.16999816894531,71.85,1.841095890410959,0.0452799987792968,0.1934,arithmetic,5.65
G9X6C 75 Comdty,73.16999816894531,75.0,1.841095890410959,0.0452799987792968,0.1934,arithmetic,4.58
G9X6C 75.8 Comdty,73.16999816894531,75.8,1.841095890410959,0.0452799987792968,0.1934,arithmetic,4.33
G9X7C 75 Comdty,73.16999816894531,75.0,2.841095890410959,0.0452799987792968,0.1934,arithmetic,5.08
G9Z6C 71.1 Comdty,73.16999816894531,71.1,1.926027397260274,0.0452799987792968,0.1934,arithmetic,5.93
G9Z6C 74.4 Comdty,73.16999816894531,74.4,1.926027397260274,0.0452799987792968,0.1934,arithmetic,4.77
G9Z6C 76.55 Comdty,73.16999816894531,76.55,1.926027397260274,0.0452799987792968,0.1934,arithmetic,4.13
G9Z6C 77 Comdty,73.16999816894531,77.0,1.926027397260274,0.0452799987792968,0.1934,arithmetic,4.01
G9Z6C 79.5 Comdty,73.16999816894531,79.5,1.926027397260274,0.0452799987792968,0.1934,arithmetic,3.39
